Timestamp,Subject #:,Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Moved],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Fascinated],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Funny],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Surprised],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Indifferent],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Calm],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Unsettled],Madonna and Child with Infant John the Baptist by Fransesco Vecellio [Beautiful],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Moved],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Fascinated],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Funny],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Surprised],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Indifferent],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Calm],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Unsettled],Holy Family with Saint Anne by Vincenzo Catena (Vincenzo di Biagio) [Beautiful],"The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Moved]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Fascinated]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Funny]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Surprised]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Indifferent]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Calm]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Unsettled]","The Holy Family with Saints Francis, Anne, and John the Baptist by Peter Paul Reubens [Beautiful]",Flower Garland with the Holy Family by Daniel Seghers [Moved],Flower Garland with the Holy Family by Daniel Seghers [Fascinated],Flower Garland with the Holy Family by Daniel Seghers [Funny],Flower Garland with the Holy Family by Daniel Seghers [Surprised],Flower Garland with the Holy Family by Daniel Seghers [Indifferent],Flower Garland with the Holy Family by Daniel Seghers [Calm],Flower Garland with the Holy Family by Daniel Seghers [Unsettled],Flower Garland with the Holy Family by Daniel Seghers [Beautiful],The Arrest of Christ by Hieronymus Bosch [Moved],The Arrest of Christ by Hieronymus Bosch [Fascinated],The Arrest of Christ by Hieronymus Bosch [Funny],The Arrest of Christ by Hieronymus Bosch [Surprised],The Arrest of Christ by Hieronymus Bosch [Indifferent],The Arrest of Christ by Hieronymus Bosch [Calm],The Arrest of Christ by Hieronymus Bosch [Unsettled],The Arrest of Christ by Hieronymus Bosch [Beautiful],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Moved],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Fascinated],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Funny],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Surprised],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Indifferent],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Calm],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Unsettled],The Vision of Saint Anthony of Padua by Giovanni Battista Pittoni [Beautiful],Susanna and the Elders by de Ribera [Moved],Susanna and the Elders by de Ribera [Fascinated],Susanna and the Elders by de Ribera [Funny],Susanna and the Elders by de Ribera [Surprised],Susanna and the Elders by de Ribera [Indifferent],Susanna and the Elders by de Ribera [Calm],Susanna and the Elders by de Ribera [Unsettled],Susanna and the Elders by de Ribera [Beautiful],Joseph Sold by His Brothers by Francesco Maffei [Moved],Joseph Sold by His Brothers by Francesco Maffei [Fascinated],Joseph Sold by His Brothers by Francesco Maffei [Funny],Joseph Sold by His Brothers by Francesco Maffei [Surprised],Joseph Sold by His Brothers by Francesco Maffei [Indifferent],Joseph Sold by His Brothers by Francesco Maffei [Calm],Joseph Sold by His Brothers by Francesco Maffei [Unsettled],Joseph Sold by His Brothers by Francesco Maffei [Beautiful],The Penitent Magdalene by Giulio Cesare Procaccini [Moved],The Penitent Magdalene by Giulio Cesare Procaccini [Fascinated],The Penitent Magdalene by Giulio Cesare Procaccini [Funny],The Penitent Magdalene by Giulio Cesare Procaccini [Surprised],The Penitent Magdalene by Giulio Cesare Procaccini [Indifferent],The Penitent Magdalene by Giulio Cesare Procaccini [Calm],The Penitent Magdalene by Giulio Cesare Procaccini [Unsettled],The Penitent Magdalene by Giulio Cesare Procaccini [Beautiful],Mystical Marriage of Saint Catherine by Master of Frankfurt [Moved],Mystical Marriage of Saint Catherine by Master of Frankfurt [Fascinated],Mystical Marriage of Saint Catherine by Master of Frankfurt [Funny],Mystical Marriage of Saint Catherine by Master of Frankfurt [Surprised],Mystical Marriage of Saint Catherine by Master of Frankfurt [Indifferent],Mystical Marriage of Saint Catherine by Master of Frankfurt [Calm],Mystical Marriage of Saint Catherine by Master of Frankfurt [Unsettled],Mystical Marriage of Saint Catherine by Master of Frankfurt [Beautiful],Saint Jerome in the Wilderness by follower of Pietro Perugino [Moved],Saint Jerome in the Wilderness by follower of Pietro Perugino [Fascinated],Saint Jerome in the Wilderness by follower of Pietro Perugino [Funny],Saint Jerome in the Wilderness by follower of Pietro Perugino [Surprised],Saint Jerome in the Wilderness by follower of Pietro Perugino [Indifferent],Saint Jerome in the Wilderness by follower of Pietro Perugino [Calm],Saint Jerome in the Wilderness by follower of Pietro Perugino [Unsettled],Saint Jerome in the Wilderness by follower of Pietro Perugino [Beautiful],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Moved],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Fascinated],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Funny],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Surprised],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Indifferent],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Calm],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Unsettled],Madonna and Child with the Young Saint John the Baptist and Angels by Giuliano Burgiardini [Beautiful],"Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Moved]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Fascinated]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Funny]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Surprised]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Indifferent]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Calm]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Unsettled]","Male Saint, perhaps Saint Mark by Bartolommeo Vivarini [Beautiful]",Saint Peter by The Astorga Master [Moved],Saint Peter by The Astorga Master [Fascinated],Saint Peter by The Astorga Master [Funny],Saint Peter by The Astorga Master [Surprised],Saint Peter by The Astorga Master [Indifferent],Saint Peter by The Astorga Master [Calm],Saint Peter by The Astorga Master [Unsettled],Saint Peter by The Astorga Master [Beautiful],The Crucifixion by Martin Bernat [Moved],The Crucifixion by Martin Bernat [Fascinated],The Crucifixion by Martin Bernat [Funny],The Crucifixion by Martin Bernat [Surprised],The Crucifixion by Martin Bernat [Indifferent],The Crucifixion by Martin Bernat [Calm],The Crucifixion by Martin Bernat [Unsettled],The Crucifixion by Martin Bernat [Beautiful],The Coronation of the Virgin by  Luca Signorelli [Moved],The Coronation of the Virgin by  Luca Signorelli [Fascinated],The Coronation of the Virgin by  Luca Signorelli [Funny],The Coronation of the Virgin by  Luca Signorelli [Surprised],The Coronation of the Virgin by  Luca Signorelli [Indifferent],The Coronation of the Virgin by  Luca Signorelli [Calm],The Coronation of the Virgin by  Luca Signorelli [Unsettled],The Coronation of the Virgin by  Luca Signorelli [Beautiful],Madonna and Child by Carlo Crivelli [Moved],Madonna and Child by Carlo Crivelli [Fascinated],Madonna and Child by Carlo Crivelli [Funny],Madonna and Child by Carlo Crivelli [Surprised],Madonna and Child by Carlo Crivelli [Indifferent],Madonna and Child by Carlo Crivelli [Calm],Madonna and Child by Carlo Crivelli [Unsettled],Madonna and Child by Carlo Crivelli [Beautiful],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Moved],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Fascinated],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Funny],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Surprised],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Indifferent],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Calm],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Unsettled],Madonna of the Roses by Pseudo Pier Francesco Fiorentino [Beautiful],Madonna and Child with Angels by Giovanni di Paolo [Moved],Madonna and Child with Angels by Giovanni di Paolo [Fascinated],Madonna and Child with Angels by Giovanni di Paolo [Funny],Madonna and Child with Angels by Giovanni di Paolo [Surprised],Madonna and Child with Angels by Giovanni di Paolo [Indifferent],Madonna and Child with Angels by Giovanni di Paolo [Calm],Madonna and Child with Angels by Giovanni di Paolo [Unsettled],Madonna and Child with Angels by Giovanni di Paolo [Beautiful],David with Head of Goliath by Antonio de Bellis [Moved],David with Head of Goliath by Antonio de Bellis [Fascinated],David with Head of Goliath by Antonio de Bellis [Funny],David with Head of Goliath by Antonio de Bellis [Surprised],David with Head of Goliath by Antonio de Bellis [Indifferent],David with Head of Goliath by Antonio de Bellis [Calm],David with Head of Goliath by Antonio de Bellis [Unsettled],David with Head of Goliath by Antonio de Bellis [Beautiful],Saint Nicholas of Bari by Giovanni Bonsi [Moved],Saint Nicholas of Bari by Giovanni Bonsi [Fascinated],Saint Nicholas of Bari by Giovanni Bonsi [Funny],Saint Nicholas of Bari by Giovanni Bonsi [Surprised],Saint Nicholas of Bari by Giovanni Bonsi [Indifferent],Saint Nicholas of Bari by Giovanni Bonsi [Calm],Saint Nicholas of Bari by Giovanni Bonsi [Unsettled],Saint Nicholas of Bari by Giovanni Bonsi [Beautiful]
2020/04/10 10:55:15 AM MDT,pilot01,4,3,2,2,4,6,1,4,4,3,2,2,3,5,1,4,4,4,4,4,4,4,1,4,5,5,4,5,3,3,1,5,3,3,3,3,3,3,6,3,4,4,3,4,4,4,1,4,4,3,4,3,4,4,1,4,4,4,4,2,4,6,1,3,5,4,5,4,5,5,1,4,5,5,5,4,5,4,1,5,4,4,4,4,4,5,1,3,5,5,5,4,3,3,1,5,4,4,3,3,5,5,1,4,4,4,5,4,4,5,2,3,4,3,4,3,4,4,2,4,4,4,4,3,4,5,1,4,5,5,4,4,3,5,1,5,5,4,4,4,4,5,1,4,4,3,4,4,5,5,1,3,5,5,3,5,3,4,1,6,4,4,5,5,3,5,1,4
2020/04/10 1:04:27 PM MDT,pilot02,1,1,1,1,1,1,1,1,3,3,1,2,5,5,1,3,4,6,1,3,2,6,1,6,6,7,1,6,1,5,1,7,3,3,5,5,2,5,2,4,1,2,2,2,6,5,1,3,5,5,1,5,2,5,3,4,3,5,1,2,3,3,5,4,2,3,1,2,4,3,5,3,4,4,1,4,2,5,1,5,1,2,2,2,5,5,1,3,4,4,1,3,3,5,1,5,3,3,1,3,4,4,1,3,4,5,1,1,3,5,1,4,4,4,1,3,2,3,4,4,5,5,1,3,2,5,1,5,2,3,1,1,5,4,1,3,4,5,1,5,3,5,1,5,3,4,1,3,3,4,1,4,4,5,1,4,2,3,3,5,3,4,1,2,4,4,1,3
